term$ELI$UE$address$changeDate$closureDate$displayAddress$documentDate$documentType$documentTypeEnum$legislativeCommittee$links$number$passed$principleOfSubsidiarity$processStartDate$shortenProcedure$title$titleFinal$urgencyStatus$printsConsideredJointly$otherDocuments$webGeneratedDate$comments$rclLink$rclNum
3$MP/1997/776$NO$WMP19970800776$1997-10-20T00:00:00$1997-10-20$M.P. 1997 nr 80 poz. 776$1997-10-20$projekt uchwały$DRAFT_RESOLUTION$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970800776', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/776/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/776', 'rel': 'eli-api'}]$1$True$False$1997-10-20$False$Poselski projekt uchwały Sejmu wniosek w sprawie ustalenia liczby wicemarszałków Sejmu Rzeczypospolitej Polskiej$w sprawie ustalenia liczby wicemarszałków Sejmu$NORMAL$$$$$$
3$MP/1997/778$NO$WMP19970800778$1997-10-20T00:00:00$1997-10-20$M.P. 1997 nr 80 poz. 778$1997-10-20$wniosek$$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970800778', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/778/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/778', 'rel': 'eli-api'}]$2$True$False$1997-10-20$False$Przedstawiony przez Prezydium Sejmu wniosek w sprawie wyboru sekretarzy Sejmu$w sprawie wyboru Sekretarzy Sejmu$NORMAL$$$$$$
3$MP/1997/779$NO$WMP19970800779$1997-10-20T00:00:00$1997-10-28$M.P. 1997 nr 80 poz. 779$1997-10-20$projekt uchwały$DRAFT_RESOLUTION$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970800779', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/779/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/779', 'rel': 'eli-api'}]$3$True$False$1997-10-20$False$Poselski projekt uchwały Sejmu w sprawie zmiany Regulaminu Sejmu Rzeczypospolitej Polskiej$w sprawie zmiany Regulaminu Sejmu Rzeczypospolitej Polskiej$NORMAL$$$$$$
3$$NO$$1997-10-20T00:00:00$1997-10-21$$1997-10-20$projekt uchwały$DRAFT_RESOLUTION$False$[]$4$True$False$1997-10-20$False$Poselski projekt uchwały Sejmu w sprawie powołania i wyboru składu osobowego Komisji Nadzwyczajnej do rozpatrzenia projektu uchwały w sprawie zmiany Regulaminu Sejmu Rzeczypospolitej Polskiej$w sprawie powołania i wyboru składu osobowego Komisji Nadzwyczajnej do rozpatrzenia projektu uchwały Sejmu Rzeczypospolitej Polskiej w sprawie zmiany Regulaminu Sejmu$NORMAL$$$$$$
3$MP/1997/790$NO$WMP19970820790$1997-10-20T00:00:00$1997-11-05$M.P. 1997 nr 82 poz. 790$1997-10-20$lista kandydatów$$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970820790', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/790/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/790', 'rel': 'eli-api'}]$5$True$False$1997-10-23$False$Lista kandydatów na zastępców przewodniczącego i członków Trybunału Stanu zgłoszonych Marszałkowi Sejmu zgodnie z art. 27a ust. 1, 1a i 1b regulaminu Sejmu$w sprawie wyboru Trybunału Stanu$NORMAL$$$$$$
3$$NO$$1997-10-22T00:00:00$$$1997-10-22$projekt ustawy$BILL$False$[]$7$False$False$1997-10-22$False$Przedstawiony przez Prezydenta Rzeczypospolitej Polskiej projekt ustawy o stanie klęski żywiołowej$$NORMAL$$$$$$
3$$NO$$1997-10-22T00:00:00$$$1997-10-22$projekt ustawy$BILL$False$[]$8$False$False$1997-10-22$False$Przedstawiony przez Prezydenta Rzeczypospolitej Polskiej projekt ustawy o stanie wyjątkowym$$NORMAL$$$$$$
3$$NO$$1997-10-20T00:00:00$$$1997-10-20$projekt ustawy$BILL$False$[]$9$False$False$1997-10-22$False$Przedstawiony przez Prezydenta Rzeczypospolitej Polskiej projekt ustawy o stanie wojennym$$NORMAL$$$$$$
3$DU/1999/999$NO$WDU19990900999$1997-10-20T00:00:00$1999-10-07$Dz.U. 1999 nr 90 poz. 999$1997-10-20$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19990900999', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1999/999/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1999/999', 'rel': 'eli-api'}]$10$True$False$1997-10-22$False$Poselski projekt ustawy - Prawo o języku polskim$ $NORMAL$['561']$$$$$
3$MP/1997/789$NO$WMP19970820789$1997-10-28T00:00:00$1997-11-05$M.P. 1997 nr 82 poz. 789$1997-10-28$lista kandydatów$$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970820789', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/789/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/789', 'rel': 'eli-api'}]$11$True$False$1997-10-28$False$Lista kandydatów na stanowiska sędziów Trybunału Konstytucyjnego zgłoszonych Marszałkowi Sejmu$w sprawie wyboru sędziów Trybunału Konstytucyjnego$NORMAL$$$$$$
3$MP/1997/810$NO$WMP19970830810$1997-10-31T00:00:00$1997-11-19$M.P. 1997 nr 83 poz. 810$1997-10-31$lista kandydatów$$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970830810', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/810/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/810', 'rel': 'eli-api'}]$12$True$False$1997-10-30$False$Lista kandydatów na stanowiska sędziów Trybunału Konstytucyjnego zgłoszonych w związku z upływem kadencji Marszałkowi Sejmu na podstawie art. 27a ust. 1, 1a i 1b regulaminu Sejmu$w sprawie wyboru sędziów Trybunału Konstytucyjnego$NORMAL$$$$$$
3$DU/1998/156$NO$WDU19980280156$1997-10-31T00:00:00$1998-02-19$Dz.U. 1998 nr 28 poz. 156$1997-10-31$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19980280156', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1998/156/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1998/156', 'rel': 'eli-api'}]$13$True$False$1997-10-31$False$Rządowy projekt ustawy budżetowej na rok 1998$ $NORMAL$$[{'documentDate': '1997-11-26', 'number': '13-A', 'registeredDate': '1997-11-26', 'title': 'Autopoprawka do rządowego projektu ustawy budżetowej na rok 1998'}, {'documentDate': '1998-01-08', 'number': '13-B', 'registeredDate': '1998-01-08', 'title': 'Autopoprawka do rządowego projektu ustawy budżetowej na rok 1998'}]$$$$
3$DU/1997/1026$NO$WDU19971571026$1997-11-04T00:00:00$1997-12-11$Dz.U. 1997 nr 157 poz. 1026$1997-11-04$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19971571026', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1997/1026/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1997/1026', 'rel': 'eli-api'}]$15$True$False$1997-11-03$False$Rządowy projekt ustawy o administrowaniu obrotem z zagranicą towarami i usługami$ $URGENT$$$$$$
3$DU/1997/1028$NO$WDU19971571028$1997-11-04T00:00:00$1997-12-11$Dz.U. 1997 nr 157 poz. 1028$1997-11-04$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19971571028', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1997/1028/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1997/1028', 'rel': 'eli-api'}]$16$True$False$1997-11-03$False$Rządowy projekt ustawy o ochronie przed przywozem na polski obszar celny towarów po cenach dumpingowych$ $URGENT$$$$$$
3$$NO$$1997-11-04T00:00:00$1997-11-05$$1997-11-04$projekt uchwały$DRAFT_RESOLUTION$False$[]$17$True$False$1997-11-04$False$Przedstawiony przez Prezydium Sejmu projekt uchwały w sprawie powołania i wyboru składu osobowego Komisji Nadzwyczajnej do rozpatrzenia pilnych rządowych projektów ustaw$w sprawie powołania i wyboru składu osobowego Komisji Nadzwyczajnej do rozpatrzenia pilnych rządowych projektów ustaw$NORMAL$$$$$$
3$DU/1997/1027$NO$WDU19971571027$1997-11-04T00:00:00$1997-12-11$Dz.U. 1997 nr 157 poz. 1027$1997-11-04$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19971571027', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1997/1027/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1997/1027', 'rel': 'eli-api'}]$18$True$False$1997-11-04$False$Rządowy projekt ustawy o ochronie przed nadmiernym przywozem towarów na polski obszar celny$ $URGENT$$$$$$
3$DU/1997/1029$NO$WDU19971571029$1997-11-04T00:00:00$1997-12-11$Dz.U. 1997 nr 157 poz. 1029$1997-11-04$projekt ustawy$BILL$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU19971571029', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/DU/1997/1029/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/DU/1997/1029', 'rel': 'eli-api'}]$19$True$False$1997-11-04$False$Rządowy projekt ustawy o ochronie przed nadmiernym przywozem na polski obszar celny niektórych towarów tekstylnych i odzieżowych$ $URGENT$$$$$$
3$$NO$$1997-10-31T00:00:00$1998-01-23$$1997-10-31$informacja innych organów$$False$[]$20$True$False$1997-10-31$False$Przedstawiony przez Prezesa Narodowego Banku Polskiego projekt założeń polityki pieniężnej na rok 1998$ $NORMAL$$$$$$
3$MP/1997/791$NO$WMP19970820791$1997-11-06T00:00:00$1997-11-06$M.P. 1997 nr 82 poz. 791$1997-11-06$lista kandydatów$$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970820791', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/791/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/791', 'rel': 'eli-api'}]$21$True$False$1997-11-06$False$Lista kandydatów zgłoszonych na członków Trybunału Stanu$w sprawie wyboru Trybunału Stanu$NORMAL$$$$$$
3$$NO$$1997-11-07T00:00:00$1997-11-10$$1997-11-07$wniosek$$False$[]$22$True$False$1997-11-07$False$Przedstawiony przez Prezydium Sejmu wniosek w sprawie wyboru składu osobowego stałych komisji sejmowych$w sprawie wyboru składu osobowego stałych komisji sejmowych$NORMAL$$$$$$
3$MP/1997/793$NO$WMP19970820793$1997-11-06T00:00:00$1997-11-11$M.P. 1997 nr 82 poz. 793$1997-11-06$projekt uchwały$DRAFT_RESOLUTION$False$[{'href': 'https://isap.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WMP19970820793', 'rel': 'isap'}, {'href': 'https://eli.gov.pl/eli/MP/1997/793/ogl', 'rel': 'eli'}, {'href': 'https://api.sejm.gov.pl/eli/acts/MP/1997/793', 'rel': 'eli-api'}]$23$True$False$1997-11-07$False$Poselski projekt uchwały z okazji Święta 11 listopada$z okazji Święta 11 Listopada$NORMAL$$$$$$
