term$date$stageName$printNumber$stageType$committeeCode$type$comment$decision$sittingNum$voting$textAfter3$organ$title$minorityMotions$proposal$rapporteurID$rapporteurName$reportFile$subCommittee$position$otherDocuments$opinionReceived$toCommission$omittedInconsistent$continuedOn$links$publicationNumber$publicationPosition$publicationYear$publisher$verdict$reportDate
3$1997-10-20$Projekt wpłynął do Sejmu$1$Start$$$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Skierowano do I czytania na posiedzeniu Sejmu$$ReadingReferral$$$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Skierowanie$$Referral$Sejm$NORMAL$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$I czytanie na posiedzeniu Sejmu$$SejmReading$$$poprawka, całość projektu uchwały$podjęto uchwałę$1.0$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Głosowanie$$Voting$$$$$$voting$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Projekt wpłynął do Sejmu$2$Start$$$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$I czytanie na posiedzeniu Sejmu$$SejmReading$$$$podjęto uchwałę$1.0$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Głosowanie$$Voting$$$$$$voting$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Projekt wpłynął do Sejmu$3$Start$$$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Skierowano do I czytania na posiedzeniu Sejmu$$ReadingReferral$$$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Skierowanie$$Referral$Sejm$NORMAL$$$$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-21$I czytanie na posiedzeniu Sejmu$$SejmReading$$$164 za, 234 przeciw, 14 wstrzymało się (głos. nr 10) -wniosek o odrzucenie projektu uchwały$$1.0$$$$$$$$$$$$$$$$$$$$$$$
3$1997-10-20$Skierowanie$$Referral$NRES$NORMAL$$$$$$$$$$$$$$$$$$$$$$$$$$
